,gender,found_job,age,class
74887,female,0,59,C
74888,male,0,41,C
74889,male,0,68,B
74890,male,0,49,A
74891,female,0,51,C
74892,male,0,59,A
74893,male,0,48,C
74894,male,0,43,C
74895,male,0,58,B
74896,male,0,77,B
74897,female,0,63,B
74898,female,0,71,B
74899,male,0,77,B
74900,male,0,62,C
74901,male,0,38,B
74902,female,0,67,C
74903,male,0,40,B
74904,male,0,52,C
74905,male,0,50,B
74906,male,0,61,C
74907,female,0,52,B
74908,male,0,48,C
74909,female,0,49,C
74910,male,0,45,B
74911,male,0,48,A
74912,male,0,44,C
74913,male,0,60,C
74914,male,0,49,C
74915,male,0,53,B
74916,female,0,57,B
74917,male,0,63,B
74918,female,0,42,C
74919,male,1,29,A
74920,male,0,67,C
74921,male,0,55,A
74922,male,0,47,B
74923,male,0,54,C
74924,male,0,50,B
74925,male,0,49,B
74926,male,0,64,A
74927,male,0,44,A
74928,female,0,62,A
74929,male,0,40,C
74930,male,0,63,C
74931,male,0,58,C
74932,female,0,58,C
74933,male,0,61,C
74934,male,0,62,C
74935,male,0,58,C
74936,male,0,45,A
74937,female,0,53,C
74938,male,0,65,C
74939,male,0,69,A
74940,female,0,54,C
74941,male,0,57,B
74942,male,0,46,B
74943,male,0,61,B
74944,male,0,46,B
74945,male,0,37,C
74946,male,0,29,C
74947,male,0,46,A
74948,male,0,56,B
74949,female,0,59,B
74950,male,1,47,A
74951,male,0,46,C
74952,male,0,58,B
74953,male,1,46,B
74954,male,0,63,C
74955,male,0,50,C
74956,male,0,49,C
74957,male,0,52,B
74958,male,1,36,B
74959,male,0,49,C
74960,male,0,57,B
74961,female,0,44,A
74962,male,0,55,B
74963,male,0,40,C
74964,male,0,44,C
74965,male,0,46,C
74966,male,0,43,A
74967,male,0,50,A
74968,male,0,58,B
74969,male,0,51,A
74970,male,0,69,B
74971,male,0,54,C
74972,female,0,44,C
74973,male,1,36,B
74974,female,0,67,A
74975,female,0,38,B
74976,male,1,37,A
74977,male,0,55,B
74978,male,0,58,C
74979,male,0,55,A
74980,female,1,42,A
74981,female,0,30,C
74982,female,0,65,C
74983,female,0,66,B
74984,male,0,44,C
74985,male,0,62,C
74986,male,0,60,C
74987,female,0,54,C
74988,female,0,66,C
74989,male,1,29,A
74990,male,0,58,C
74991,male,0,42,C
74992,male,0,40,B
74993,female,0,70,C
74994,male,0,60,C
74995,male,0,55,A
74996,male,0,40,B
74997,male,0,59,C
74998,male,0,67,C
74999,male,0,45,B
75000,female,0,73,A
75001,female,0,55,A
75002,male,0,46,B
75003,female,0,68,C
75004,female,0,55,A
75005,male,0,42,C
75006,female,0,57,C
75007,male,0,52,C
75008,female,0,63,C
75009,male,0,48,B
75010,female,0,62,C
75011,male,0,52,B
75012,female,0,70,B
75013,male,0,37,C
75014,female,0,64,A
75015,male,0,69,C
75016,male,0,52,C
75017,male,0,53,B
75018,male,1,47,B
75019,female,0,65,B
75020,male,0,54,B
75021,male,0,52,A
75022,male,0,53,A
75023,male,0,39,C
75024,female,0,50,C
75025,female,0,65,B
75026,male,0,64,C
75027,male,0,65,A
75028,female,0,57,C
75029,male,0,53,C
75030,male,0,50,C
75031,male,0,63,A
75032,female,0,64,A
75033,male,0,48,C
75034,male,0,79,B
75035,male,1,48,B
75036,female,0,58,C
75037,male,0,49,B
75038,male,0,64,A
75039,male,0,52,C
75040,male,0,54,B
75041,female,0,55,B
75042,male,0,45,C
75043,male,0,36,A
75044,male,0,53,B
75045,male,0,60,C
75046,male,0,55,C
75047,female,0,60,A
75048,male,0,58,A
75049,male,0,59,C
75050,female,0,49,C
75051,female,0,45,B
75052,female,0,45,C
75053,female,0,45,A
75054,female,0,51,C
75055,female,0,49,B
75056,male,0,63,C
75057,male,0,56,C
75058,male,0,61,C
75059,male,0,49,C
75060,female,0,45,C
75061,female,0,46,A
75062,female,0,52,A
75063,male,0,55,C
75064,male,0,54,A
75065,male,0,39,B
75066,male,0,61,A
75067,female,0,52,B
75068,female,0,62,C
75069,male,0,55,C
75070,male,0,58,A
75071,female,0,60,B
75072,male,0,44,C
75073,male,1,33,B
75074,male,0,57,C
75075,female,0,58,B
75076,male,0,44,C
75077,male,1,51,C
75078,female,0,56,C
75079,female,0,52,B
75080,female,0,53,A
75081,male,0,49,C
75082,male,0,61,A
75083,male,0,59,B
75084,male,0,66,C
75085,female,0,54,C
75086,male,0,53,C
75087,male,0,66,B
75088,male,0,51,C
75089,male,0,44,C
75090,male,0,60,A
75091,male,0,60,C
75092,male,0,47,C
75093,male,0,64,B
75094,male,0,68,C
75095,male,0,59,B
75096,male,0,56,C
75097,male,0,46,C
75098,male,0,75,B
75099,male,0,30,B
75100,male,0,55,C
75101,male,0,45,B
75102,female,0,47,C
75103,female,0,44,A
75104,male,0,64,B
75105,female,0,47,C
75106,male,0,62,C
75107,female,0,67,A
75108,female,1,40,B
75109,female,0,69,C
75110,male,0,50,A
75111,male,0,70,C
75112,male,0,52,A
75113,female,0,57,C
75114,male,0,62,C
75115,male,0,58,B
75116,female,0,55,C
75117,male,0,71,A
75118,female,0,55,C
75119,male,0,51,C
75120,female,0,55,B
75121,male,1,32,A
75122,male,0,59,A
75123,female,0,61,B
75124,female,0,55,C
75125,male,0,40,B
75126,male,0,62,B
75127,female,0,51,C
75128,male,0,62,C
75129,female,0,45,C
75130,male,0,51,C
75131,male,0,60,C
75132,male,0,58,A
75133,male,0,53,B
75134,male,0,58,A
75135,male,0,56,A
75136,male,0,38,C
75137,male,0,43,C
75138,male,0,52,C
75139,female,0,80,A
75140,female,0,53,A
75141,male,0,44,C
75142,male,0,58,B
75143,male,0,61,B
75144,female,0,51,A
75145,male,0,76,C
75146,male,0,59,B
75147,female,0,55,A
75148,male,0,70,C
75149,male,0,38,A
75150,male,0,69,A
75151,female,0,52,B
75152,male,0,59,C
75153,female,0,65,C
75154,female,0,59,C
75155,male,0,59,A
75156,male,1,54,A
75157,female,0,36,C
75158,male,0,55,A
75159,female,0,55,A
75160,female,0,70,A
75161,female,0,40,C
75162,male,0,58,A
75163,female,0,48,B
75164,male,0,74,C
75165,male,0,58,B
75166,male,0,51,C
75167,female,0,55,C
75168,male,0,62,B
75169,male,0,36,C
75170,male,0,48,A
75171,male,0,54,C
75172,male,0,53,C
75173,male,0,54,B
75174,male,0,45,B
75175,male,0,40,C
75176,male,0,64,A
75177,male,0,55,C
75178,male,0,38,C
75179,male,0,61,C
75180,male,0,49,A
75181,male,0,55,B
75182,male,0,56,C
75183,female,0,49,C
75184,male,0,49,B
75185,female,0,66,C
75186,male,0,59,B
75187,female,0,32,B
75188,male,0,37,B
75189,male,0,58,A
75190,male,0,55,C
75191,male,0,71,C
75192,male,0,63,C
75193,female,0,62,B
75194,male,0,45,B
75195,male,0,56,B
75196,male,0,50,C
75197,female,0,52,C
75198,male,0,43,B
75199,male,0,34,C
75200,female,0,37,C
75201,male,0,48,C
75202,male,0,69,B
75203,female,0,58,B
75204,male,0,71,B
75205,male,0,64,C
75206,female,0,45,C
75207,male,0,60,C
75208,female,0,46,A
75209,male,0,63,B
75210,male,0,39,C
75211,male,0,61,A
75212,male,0,53,C
75213,male,0,53,C
75214,male,0,65,C
75215,male,0,68,C
75216,male,0,53,A
75217,female,0,55,C
75218,male,0,45,C
75219,male,0,37,A
75220,male,1,55,C
75221,male,0,56,C
75222,female,0,63,A
75223,female,0,37,C
75224,male,0,63,B
75225,male,0,51,C
75226,female,0,63,B
75227,male,0,67,C
75228,male,0,62,A
75229,male,0,56,C
75230,male,0,67,C
75231,male,1,39,C
75232,male,0,61,A
75233,male,0,59,B
75234,female,0,71,C
75235,female,0,65,C
75236,male,0,56,B
75237,female,0,57,B
75238,male,0,45,C
75239,male,0,51,A
75240,female,0,54,B
75241,male,0,89,C
75242,male,0,55,C
75243,male,0,54,B
75244,female,0,38,C
75245,male,0,59,C
75246,male,0,50,C
75247,female,0,46,C
75248,male,0,69,C
75249,male,0,57,B
75250,female,0,50,C
75251,male,1,43,A
75252,male,0,44,C
75253,male,0,54,A
75254,male,0,64,B
75255,female,0,53,B
75256,female,0,44,C
75257,male,0,67,C
75258,female,0,37,C
75259,male,0,51,C
75260,female,0,69,A
75261,male,0,60,C
75262,female,0,65,C
75263,male,1,38,B
75264,male,0,39,C
75265,female,0,41,A
75266,male,0,64,C
75267,male,0,33,C
75268,female,0,63,A
75269,male,0,50,C
75270,male,0,51,C
75271,male,0,47,A
75272,male,1,33,B
75273,female,0,47,C
75274,female,0,70,C
75275,male,0,42,B
75276,female,0,57,B
75277,male,0,50,C
75278,female,0,55,B
75279,male,0,60,A
75280,male,0,63,C
75281,male,1,46,A
75282,male,0,58,B
75283,male,1,46,B
75284,male,0,68,C
75285,male,0,44,C
75286,male,0,60,C
75287,female,0,56,C
75288,male,0,62,B
75289,male,0,53,B
75290,male,0,55,C
75291,male,0,52,C
75292,male,0,46,C
75293,male,0,52,C
75294,male,0,65,C
75295,female,0,57,A
75296,male,0,46,A
75297,female,0,56,B
75298,male,0,44,C
75299,female,0,45,C
75300,male,0,62,C
75301,male,0,53,B
75302,female,0,67,C
75303,male,0,48,B
75304,male,1,49,C
75305,female,0,56,C
75306,female,0,41,C
75307,male,0,53,B
75308,male,1,39,A
75309,male,0,74,C
75310,male,0,55,B
75311,male,0,58,A
75312,female,0,37,C
75313,male,0,59,B
75314,male,0,54,B
75315,female,0,62,B
75316,female,0,56,B
75317,male,0,55,C
75318,male,0,59,B
75319,male,0,56,C
75320,male,1,51,A
75321,female,0,42,B
75322,male,0,44,B
75323,female,0,54,A
75324,male,0,49,C
75325,male,0,52,B
75326,male,0,63,B
75327,female,0,63,C
75328,male,0,65,B
75329,male,0,60,C
75330,male,0,62,B
75331,male,0,53,C
75332,male,0,57,C
75333,male,0,49,B
75334,female,0,33,C
75335,male,0,57,C
75336,female,0,55,B
75337,male,0,67,B
75338,male,0,51,C
75339,male,0,43,C
75340,male,0,41,A
75341,male,0,76,C
75342,male,0,59,B
75343,male,0,45,B
75344,female,0,58,C
75345,female,0,61,C
75346,male,0,46,A
75347,male,0,41,C
75348,male,0,50,B
75349,male,0,63,C
75350,female,0,48,C
75351,male,0,76,C
75352,male,0,52,A
75353,male,0,73,C
75354,male,0,68,C
75355,female,1,47,B
75356,female,0,55,A
75357,male,0,50,C
75358,male,0,51,A
75359,female,0,49,A
75360,female,0,42,C
75361,female,0,47,C
75362,male,0,49,B
75363,male,0,46,B
75364,female,0,63,A
75365,female,0,60,C
75366,female,0,47,B
75367,female,0,39,B
75368,male,0,45,C
75369,male,0,57,C
75370,male,0,64,C
75371,female,0,54,B
75372,male,0,45,C
75373,male,0,72,C
75374,female,0,42,C
75375,male,0,44,B
75376,female,0,49,A
75377,female,1,49,B
75378,female,0,59,C
75379,male,0,62,B
75380,male,0,58,A
75381,female,0,60,C
75382,female,1,49,A
75383,female,0,45,A
75384,male,0,55,B
75385,male,0,41,B
75386,female,0,58,C
75387,female,0,47,B
75388,male,0,65,C
75389,male,0,58,C
75390,male,0,61,A
75391,male,0,19,C
75392,male,0,51,B
75393,female,0,54,A
75394,male,0,39,C
75395,male,0,51,B
75396,female,0,56,A
75397,male,0,62,B
75398,male,0,59,C
75399,male,0,45,C
75400,male,0,53,C
75401,male,0,68,B
75402,male,0,60,C
75403,female,0,51,C
75404,female,0,54,C
75405,female,0,51,B
75406,male,0,47,C
75407,male,0,48,B
75408,male,0,50,B
75409,male,0,52,B
75410,male,0,75,A
75411,male,0,63,B
75412,male,0,59,C
75413,female,0,39,C
75414,male,0,46,C
75415,male,0,38,A
75416,female,0,54,B
75417,male,0,38,C
75418,male,0,67,B
75419,male,0,44,A
75420,male,0,46,C
75421,male,0,58,B
75422,female,0,55,C
75423,female,0,72,B
75424,male,1,37,A
75425,male,1,42,B
75426,male,0,46,A
75427,male,0,47,A
75428,male,0,65,C
75429,male,0,42,C
75430,male,0,38,C
75431,male,1,35,B
75432,male,1,57,B
75433,female,0,63,C
75434,male,0,43,C
75435,female,0,42,C
75436,female,0,56,B
75437,male,0,58,A
75438,male,0,56,C
75439,male,0,48,B
75440,male,1,42,A
75441,male,0,58,C
75442,male,0,52,A
75443,male,0,52,C
75444,male,0,69,C
75445,male,0,63,A
75446,male,0,60,B
75447,male,0,35,C
75448,male,1,47,C
75449,male,0,49,B
75450,male,0,62,C
75451,female,0,65,B
75452,male,0,63,A
75453,female,0,70,C
75454,female,0,65,B
75455,female,0,40,B
75456,male,0,54,B
75457,male,0,62,A
75458,male,0,68,C
75459,male,0,69,C
75460,male,0,44,B
75461,female,0,46,C
75462,female,0,46,A
75463,male,0,38,B
75464,female,0,48,B
75465,female,0,52,C
75466,male,0,51,C
75467,male,0,38,C
75468,male,0,69,B
75469,male,0,44,B
75470,male,0,49,C
75471,female,1,53,B
75472,male,0,53,C
75473,male,0,52,B
75474,male,0,52,C
75475,male,0,49,C
75476,male,0,67,C
75477,male,0,68,B
75478,male,0,37,B
75479,female,0,46,A
75480,female,0,62,C
75481,male,0,41,B
75482,male,0,56,C
75483,male,0,64,C
75484,male,1,43,A
75485,male,0,52,A
75486,male,0,52,B
75487,male,0,59,C
75488,female,0,60,C
75489,male,0,67,B
75490,male,0,58,A
75491,male,0,47,B
75492,female,0,48,C
75493,male,0,67,C
75494,male,0,49,C
75495,male,1,61,B
75496,male,0,50,C
75497,male,0,51,A
75498,male,1,40,C
75499,male,0,72,C
75500,male,0,51,A
75501,male,0,60,C
75502,female,0,68,C
75503,male,0,31,A
75504,female,0,40,B
75505,male,0,71,C
75506,male,0,68,C
75507,male,0,69,A
75508,female,0,54,A
75509,male,0,33,A
75510,male,0,45,A
75511,male,0,53,A
75512,female,0,49,C
75513,female,0,47,C
75514,male,0,60,C
75515,female,0,57,C
75516,male,0,43,C
75517,female,1,52,C
75518,male,0,69,B
75519,male,0,71,C
75520,male,0,54,C
75521,male,0,54,C
75522,male,0,65,A
75523,male,0,58,C
75524,male,0,36,A
75525,male,1,42,A
75526,male,0,53,C
75527,male,0,71,C
75528,male,1,45,A
75529,male,0,62,C
75530,male,0,60,B
75531,female,0,52,B
75532,male,0,39,C
75533,male,0,57,C
75534,female,0,61,C
75535,male,0,43,B
75536,male,0,58,A
75537,female,0,47,B
75538,male,0,40,A
75539,male,0,52,A
75540,female,0,49,B
75541,male,0,36,C
75542,female,0,64,C
75543,male,0,56,C
75544,male,0,62,B
75545,male,1,43,A
75546,female,0,60,B
75547,male,1,45,A
75548,male,0,43,C
75549,female,0,69,B
75550,male,0,53,C
75551,male,0,63,B
75552,male,0,44,C
75553,male,0,54,A
75554,male,0,53,A
75555,male,0,54,C
75556,male,0,45,C
75557,male,0,55,A
75558,female,0,59,B
75559,female,0,81,B
75560,male,0,40,A
75561,male,0,51,C
75562,male,0,67,B
75563,male,0,58,A
75564,female,0,57,B
75565,male,0,58,C
75566,male,0,61,C
75567,male,0,45,C
75568,male,0,59,C
75569,male,0,57,B
75570,male,0,56,B
75571,male,0,40,B
75572,male,0,53,C
75573,male,0,61,A
75574,female,0,69,C
75575,male,0,50,A
75576,female,0,60,B
75577,female,0,71,B
75578,male,0,45,B
75579,female,0,62,A
75580,male,0,70,A
75581,male,0,57,C
75582,female,0,56,B
75583,male,0,44,C
75584,male,0,33,A
75585,male,0,40,A
75586,female,0,65,A
75587,female,0,43,B
75588,male,0,58,C
75589,male,0,63,B
75590,female,0,50,B
75591,male,0,51,C
75592,male,0,60,C
75593,female,0,64,C
75594,male,0,50,C
75595,male,0,57,B
75596,male,0,58,C
75597,male,0,81,C
75598,female,0,42,C
75599,male,0,65,A
75600,female,0,57,C
75601,male,0,68,C
75602,male,1,42,C
75603,male,0,51,B
75604,male,0,38,B
75605,male,0,65,C
75606,male,0,60,A
75607,female,0,49,A
75608,female,0,39,C
75609,male,0,51,C
75610,female,0,50,C
75611,male,0,50,C
75612,male,0,71,C
75613,female,0,43,B
75614,male,0,35,C
75615,male,0,63,B
75616,female,0,60,C
75617,female,0,59,B
75618,male,0,57,C
75619,male,0,49,C
75620,female,0,49,B
75621,female,0,49,C
75622,male,0,44,B
75623,female,0,74,A
75624,male,0,47,B
75625,female,0,53,C
75626,female,0,60,A
75627,female,0,40,A
75628,male,0,64,B
75629,male,0,42,B
75630,male,0,37,B
75631,female,0,78,A
75632,male,0,59,A
75633,male,0,57,C
75634,male,0,51,B
75635,female,0,40,A
75636,male,0,49,B
75637,male,0,35,A
75638,male,1,55,A
75639,male,0,48,A
75640,male,0,35,C
75641,male,0,48,C
75642,male,0,48,A
75643,male,0,55,A
75644,male,0,59,C
75645,female,0,45,C
75646,male,0,60,C
75647,male,0,64,B
75648,male,1,43,A
75649,male,0,60,C
75650,male,0,49,B
75651,male,0,43,B
75652,male,0,78,A
75653,female,0,45,C
75654,female,0,42,A
75655,female,0,47,A
75656,male,0,70,C
75657,male,1,45,B
75658,male,0,57,C
75659,male,1,43,C
75660,male,0,61,B
75661,male,0,63,B
75662,female,0,70,A
75663,male,0,67,B
75664,male,0,48,C
75665,male,0,49,B
75666,female,0,57,B
75667,female,0,56,C
75668,female,0,64,C
75669,male,0,65,A
75670,male,0,47,C
75671,male,0,59,C
75672,female,0,64,B
75673,female,0,56,B
75674,female,0,55,C
75675,male,0,76,C
75676,male,0,43,C
75677,male,0,52,A
75678,female,0,59,A
75679,male,0,33,C
75680,male,0,67,B
75681,male,1,46,B
75682,male,0,58,C
75683,female,0,63,B
75684,male,0,71,C
75685,male,0,64,C
75686,male,0,63,B
75687,female,0,55,C
75688,male,0,39,C
75689,male,0,64,C
75690,female,0,38,C
75691,female,0,41,C
75692,female,0,46,C
75693,male,1,55,C
75694,female,0,51,B
75695,female,0,47,B
75696,male,0,61,A
75697,male,0,47,C
75698,female,0,50,C
75699,male,0,38,C
75700,male,0,58,B
75701,male,0,54,B
75702,male,0,40,C
75703,male,0,51,C
75704,male,0,59,B
75705,male,0,60,C
75706,female,0,67,C
75707,male,0,75,B
75708,male,0,70,B
75709,male,0,63,C
75710,male,0,45,B
75711,female,0,68,B
75712,female,0,51,C
75713,male,1,53,B
75714,male,0,40,B
75715,male,0,53,C
75716,male,0,58,B
75717,male,0,65,B
75718,female,0,54,C
75719,male,0,66,A
75720,male,0,60,C
75721,male,0,52,C
75722,female,0,59,C
75723,male,0,56,C
75724,male,0,63,A
75725,male,0,51,A
75726,male,0,53,B
75727,male,0,58,C
75728,male,0,52,B
75729,male,0,65,A
75730,male,0,56,C
75731,male,0,67,C
75732,male,0,53,B
75733,male,0,45,C
75734,female,0,49,B
75735,female,0,49,A
75736,male,0,41,C
75737,male,0,66,B
75738,female,0,42,B
75739,female,0,58,B
75740,male,0,61,A
75741,female,0,66,A
75742,female,0,48,A
75743,male,0,52,C
75744,male,1,49,B
75745,female,0,59,C
75746,male,0,42,A
75747,male,0,56,B
75748,male,0,28,A
75749,female,0,59,C
75750,male,0,64,C
75751,male,0,59,C
75752,male,0,62,A
75753,female,0,43,A
75754,male,0,38,B
75755,female,0,57,B
75756,male,0,62,C
75757,male,0,53,C
75758,female,0,52,B
75759,male,0,78,B
75760,male,0,49,A
75761,male,1,55,A
75762,male,0,66,C
75763,male,0,55,C
75764,female,0,54,B
75765,male,0,63,C
75766,male,0,65,C
75767,male,0,52,A
75768,male,0,53,B
75769,female,0,50,C
75770,female,0,63,C
75771,male,0,62,C
75772,male,1,44,A
75773,male,0,46,C
75774,male,0,53,C
75775,male,0,63,A
75776,female,0,69,C
75777,male,0,54,B
75778,female,0,62,C
75779,male,0,56,A
75780,female,0,53,A
75781,male,0,59,A
75782,female,0,66,B
75783,male,0,59,C
75784,male,0,52,B
75785,male,0,46,C
75786,male,0,42,B
75787,female,0,58,B
75788,male,0,63,B
75789,male,0,43,C
75790,female,0,82,C
75791,female,0,63,B
75792,female,0,46,B
75793,male,0,47,B
75794,male,0,45,C
75795,male,0,48,B
75796,female,0,53,C
75797,male,0,69,B
75798,male,0,63,C
75799,female,0,55,C
75800,female,1,53,C
75801,female,0,48,B
75802,male,0,64,A
75803,female,0,50,A
75804,male,0,59,B
75805,female,0,49,C
75806,male,1,36,B
75807,male,0,53,A
75808,male,0,45,C
75809,male,0,44,C
75810,male,0,41,C
75811,male,0,64,A
75812,female,0,51,C
75813,male,0,70,A
75814,male,0,74,C
75815,male,0,61,C
75816,female,0,52,A
75817,male,0,53,C
75818,male,0,62,C
75819,male,0,51,A
75820,female,0,61,C
75821,male,0,51,C
75822,female,0,50,A
75823,female,0,52,C
75824,female,0,46,C
75825,male,0,77,A
75826,female,0,47,C
75827,male,0,48,C
75828,female,0,65,C
75829,female,0,57,B
75830,male,0,56,C
75831,male,0,55,C
75832,female,0,54,C
75833,female,0,66,B
75834,female,0,49,C
75835,male,0,63,B
75836,female,0,71,A
75837,male,0,58,A
75838,female,0,55,A
75839,male,0,61,C
75840,male,0,56,B
75841,male,1,34,A
75842,male,0,78,A
75843,female,0,73,A
75844,female,0,54,A
75845,female,0,47,A
75846,male,0,50,A
75847,female,0,65,C
75848,male,0,44,B
75849,male,0,66,A
75850,male,0,41,A
75851,female,0,40,C
75852,male,0,51,B
75853,male,1,42,B
75854,male,0,30,C
75855,male,0,49,A
75856,female,0,60,B
75857,male,0,72,C
75858,male,0,70,C
75859,male,0,47,A
75860,male,0,62,B
75861,male,0,57,C
75862,male,0,50,B
75863,male,0,59,C
75864,male,0,56,C
75865,male,0,42,C
75866,male,0,45,A
75867,male,0,38,B
75868,male,0,50,B
75869,female,0,59,C
75870,female,1,22,B
75871,male,0,77,C
75872,male,0,37,C
75873,female,0,65,C
75874,male,0,69,A
75875,male,0,46,C
75876,female,0,68,A
75877,male,0,53,C
75878,male,0,61,C
75879,male,0,71,B
75880,female,0,56,B
75881,female,0,45,C
75882,male,0,61,C
75883,female,0,47,C
75884,male,0,44,B
75885,male,0,56,B
75886,male,0,49,A
75887,male,0,53,C
75888,male,1,29,A
75889,male,0,68,B
75890,male,0,55,C
75891,male,0,53,C
75892,male,0,69,B
75893,male,1,51,B
75894,male,0,53,C
75895,female,0,48,B
75896,male,0,63,A
75897,female,0,47,C
75898,male,0,70,B
75899,female,0,51,B
75900,female,0,68,B
75901,male,0,43,C
75902,male,0,42,C
75903,male,0,57,A
75904,male,0,41,C
75905,female,0,67,C
75906,male,0,64,C
75907,male,0,72,C
75908,female,1,40,C
75909,male,0,54,C
75910,male,0,41,C
75911,female,0,56,A
75912,female,0,54,C
75913,female,0,53,B
75914,female,0,59,C
75915,male,0,58,C
75916,male,0,46,C
75917,female,0,57,C
75918,male,0,63,C
75919,male,0,50,A
75920,female,0,66,B
75921,male,0,58,C
75922,female,0,86,C
75923,male,1,51,A
75924,male,0,52,C
75925,male,0,58,C
75926,male,0,63,C
75927,male,0,44,B
75928,female,0,44,C
75929,male,0,69,B
75930,male,0,43,C
75931,male,0,56,C
75932,male,0,69,A
75933,male,0,62,C
75934,male,0,67,A
75935,male,0,54,A
75936,male,0,51,C
75937,male,0,69,B
75938,female,0,30,C
75939,female,0,60,C
75940,male,0,56,A
75941,male,0,49,C
75942,female,0,58,B
75943,male,0,57,A
75944,male,0,71,C
75945,male,0,61,B
75946,female,0,51,C
75947,male,0,54,C
75948,male,0,42,B
75949,male,0,48,B
75950,female,0,49,C
75951,male,0,51,C
75952,male,0,60,A
75953,male,0,56,B
75954,male,0,64,C
75955,male,0,51,B
75956,male,1,43,B
75957,female,1,38,B
75958,male,0,47,B
75959,male,0,66,C
75960,male,0,64,C
75961,male,0,40,C
75962,male,0,55,C
75963,female,1,25,A
75964,male,0,40,B
75965,male,1,56,C
75966,male,0,68,B
75967,male,1,49,B
75968,male,0,42,C
75969,female,0,55,C
75970,male,0,55,A
75971,female,0,60,C
75972,female,0,56,B
75973,female,0,87,C
75974,male,0,49,C
75975,male,0,39,B
75976,male,0,61,A
75977,male,0,54,B
75978,female,0,75,C
75979,male,1,46,B
75980,female,1,52,C
75981,male,0,45,C
75982,female,0,55,B
75983,male,0,48,A
75984,male,0,47,B
75985,male,0,54,A
75986,male,0,55,B
75987,male,0,58,C
75988,male,0,47,B
75989,male,0,55,A
75990,male,0,51,C
75991,female,0,56,A
75992,male,1,44,A
75993,male,1,39,A
75994,male,0,38,C
75995,female,0,52,B
75996,female,0,51,A
75997,female,0,43,B
75998,male,0,50,C
75999,female,0,45,B
76000,male,0,42,B
76001,female,0,46,A
76002,female,0,50,C
76003,male,0,50,B
76004,male,0,46,C
76005,male,0,48,C
76006,female,0,63,B
76007,male,0,48,C
76008,male,0,54,B
76009,male,0,55,C
76010,male,0,51,C
76011,male,0,70,C
76012,male,0,34,C
76013,male,0,56,B
76014,male,0,35,B
76015,male,0,50,B
76016,female,0,51,A
76017,male,0,36,A
76018,male,0,52,C
76019,male,0,57,B
76020,male,0,54,C
76021,female,0,59,B
76022,male,0,61,A
76023,male,1,36,A
76024,female,0,40,B
76025,male,0,47,C
76026,male,0,64,C
76027,female,0,45,C
76028,female,0,58,C
76029,female,0,66,C
76030,female,0,60,C
76031,male,0,44,B
76032,male,0,51,B
76033,female,0,41,C
76034,male,0,37,C
76035,male,0,67,C
76036,male,1,42,B
76037,female,0,53,A
76038,male,0,62,A
76039,male,0,61,B
76040,male,0,56,C
76041,male,0,52,C
76042,male,0,52,C
76043,male,0,61,B
76044,male,0,52,C
76045,female,0,52,C
76046,female,0,54,C
76047,male,0,47,C
76048,male,0,43,C
76049,female,0,59,B
76050,female,0,63,A
76051,male,0,51,A
76052,female,1,49,A
76053,female,0,55,C
76054,male,0,52,B
76055,male,0,58,B
76056,male,0,57,A
76057,female,0,24,B
76058,male,0,52,C
76059,male,0,49,A
76060,male,0,40,A
76061,male,0,49,C
76062,female,0,41,A
76063,male,0,40,A
76064,male,0,57,B
76065,male,0,64,C
76066,male,0,57,A
76067,male,0,59,C
76068,female,0,59,B
76069,female,0,46,A
76070,male,0,64,B
76071,female,0,54,B
76072,female,0,70,C
76073,male,1,57,B
76074,male,1,50,B
76075,female,0,57,A
76076,male,0,66,C
76077,male,0,51,C
76078,male,0,55,C
76079,male,0,70,B
76080,male,0,28,C
76081,male,0,72,B
76082,male,0,42,C
76083,male,1,40,C
76084,male,0,49,B
76085,male,0,44,C
76086,male,0,38,A
76087,female,0,34,B
76088,female,0,63,B
76089,male,0,53,C
76090,female,0,58,C
76091,female,0,28,C
76092,male,0,49,C
76093,male,0,49,C
76094,male,0,45,B
76095,female,0,51,B
76096,female,0,60,B
76097,male,0,74,C
76098,male,0,55,C
76099,female,0,44,B
76100,male,0,60,C
76101,male,0,49,A
76102,female,0,70,A
76103,female,0,54,A
76104,male,1,38,B
76105,female,0,48,B
76106,male,0,60,B
76107,male,0,68,C
76108,female,0,60,C
76109,male,0,50,C
76110,male,0,53,C
76111,male,0,57,B
76112,male,0,49,A
76113,male,1,46,B
76114,female,0,53,C
76115,female,1,38,A
76116,male,0,55,B
76117,female,0,51,C
76118,male,0,56,B
76119,male,0,55,B
76120,male,0,50,C
76121,female,0,51,B
76122,male,0,51,C
76123,female,0,49,C
76124,male,0,57,B
76125,male,0,56,A
76126,male,1,39,A
76127,male,0,37,C
76128,male,0,51,B
76129,male,0,74,B
76130,male,0,53,A
76131,male,0,82,B
76132,male,0,51,B
76133,female,0,48,B
76134,male,0,46,A
76135,male,1,39,B
76136,female,1,42,C
76137,female,0,52,C
76138,male,0,54,C
76139,male,0,57,C
76140,male,0,62,C
76141,male,0,51,A
76142,male,0,53,C
76143,male,0,57,C
76144,male,1,28,C
76145,male,0,52,A
76146,male,0,59,A
76147,male,0,54,C
76148,male,1,45,A
76149,male,0,58,C
76150,male,0,67,C
76151,male,0,53,B
76152,male,1,44,C
76153,male,0,54,C
76154,male,0,38,A
76155,male,0,54,C
76156,female,0,51,A
76157,male,0,53,C
